source_key,source_url,line_number,text
legislatives_2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,1,Liste de sondages sur les élections législatives françaises de 2024
legislatives_2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,2,Cette page dresse la liste des sondages d'opinion en France relatifs aux élections législatives françaises de 2024.
legislatives_2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,3,"                                                                                                                      1, 2"
legislatives_2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,4,"Tous les sondages de cette liste, sauf mention contraire, se conforment aux règles de la Commission des sondages             et appliquent la méthode dite des quotas."
legislatives_2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,6,Une couleur arbitraire est associée à chaque institut de sondage ; ces couleurs sont une aide visuelle et ne correspondent pas à une tendance politique.
legislatives_2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,10,Intervalle de confiance des instituts de sondage
legislatives_2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,11,Les sondages comportent une dimension purement technique. Ils sont publiés accompagnés d'une présentation des
legislatives_2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,12,intervalles de confiance à 95 %. Le tableau résume les intervalles de confiance selon la taille de l'échantillon (ou du
legislatives_2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,13,sous-échantillon). Si pour un échantillon (sous-échantillon) de 1 000 personnes le candidat reçoit 10 % (ou 90 %)
legislatives_2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,14,"d'intentions de vote, l'incertitude est de 1,8 points pour un niveau de confiance de 95 %. Il y a donc 95 % de chance"
legislatives_2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,15,                                                                               3
legislatives_2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,16,"que son score soit compris entre 8,2 et 11,8 % (respectivement 88,2–91,8 %) ."
legislatives_2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,18,La base de comparaison doit être cohérente : il faut soit donner le pourcentage par rapport à l'effectif total y compris
legislatives_2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,19,                                                                                                                                 Intervalle de confiance à 95 % de
legislatives_2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,20,"abstention, blanc et NSPP, soit N doit être limité aux intentions de vote pour un candidat quand l'on veut que la"
legislatives_2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,21,                                                                                                                                 chance.
legislatives_2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,22,"somme des scores fasse 100 % comme ci-dessous. Par exemple à 25 % d'abstention, 1 000 sondés ne correspondent"
legislatives_2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,23,"qu'à 750 exprimés pour un candidat, ce qui monte l'incertitude à ± 3,6 %."
legislatives_2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,25,"Les intervalles de confiances publiés sont généralement ceux donnés par la méthode dite aléatoire, ceux de la méthode des quotas n'étant pas calculables. Il est"
legislatives_2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,26,                                                                                                                                  4
legislatives_2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,27,cependant généralement admis que la marge d’erreur des sondages par quotas est égale ou inférieure à celle des sondages aléatoires .
legislatives_2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,31,Estimation du taux de participation
legislatives_2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,32,"                                     5, 6                                                                        6"
legislatives_2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,33,"« Grande inconnue » des sondeurs , la participation est estimée entre 62 et 67 %, contre 47 % en 2022 , près de 2/3 des Français interrogés se déclarant"
legislatives_2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,34,                          6                                                                   7
legislatives_2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,35,"« certains d’aller voter » , 9% déplaçant même leur départ en vacances, dont 19% des 18-24 ans . Si elle approchait 70% ce serait un plus haut depuis 1978."
legislatives_2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,36,                                                                                      8                                                                 9
legislatives_2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,37,"Les sondages des européennes avaient eu du mal à l'estimer, Ipsos tablant sur 45 % , alors qu'elle est montée à 51,5 %, plus haut depuis 30 ans , bien qu'à 38 %"
legislatives_2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,38,                                             5
legislatives_2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,39,chez les 18-24 ans et 42 % chez les 25-34 ans .
legislatives_2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,40,                                   10                                                                   10
legislatives_2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,41,"Depuis le milieu des années 2010 , la certitude d'aller voter est mesurée sur une échelle de 1 à 10 , permettant aux sondés de manifester l'incertitude de leur"
legislatives_2024,https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_les_%C3%A9lections_l%C3%A9gislatives_fran%C3%A7aises_de_2024,42,"     10                                                                                        11, 12"
