source_pdf,source_sha256,page,page_width,page_height,text,char_count
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,1,595.9199829101562,842.8800048828125,"Intervalle de confiance à 95 % de
chance.
Liste de sondages sur l'élection présidentielle française de 2027
Cette page dresse la liste des sondages d'opinions relatifs à l'élection présidentielle française de 2027.
Tous les sondages de cette liste, sauf mention contraire, se conforment aux règles de la Commission des sondages et appliquent la méthode dite des quotas.
Une couleur arbitraire est associée à chaque institut de sondage ; ces couleurs sont une aide visuelle et ne correspondent pas à une tendance politique.
Les résultats de ces sondages sont à interpréter avec prudence. Depuis 1995 , les sondages conduits un an avant le scrutin se sont révélés peu fiables
. Mais en
France comme ailleurs, « les erreurs de sondage diminuent au fil de la période électorale » .
La plupart des sondages sont publiés accompagnés d'une présentation des intervalles de confiance à 95  %. Le
tableau résume les intervalles de confiance selon la taille de l’échantillon (ou du sous-échantillon).
Si pour un échantillon (sous-échantillon) de 1 000 personnes le candidat reçoit 10 % (ou 90 %) pour d'intentions de
vote, l'incertitude est de 3 points pour un niveau de confiance de 95 %. Il y a donc 95 % de chance que son score
soit compris entre 7 et 13 % (respectivement 87 % - 93 %). La table à 95 % fournie est la plus usitée (compromis
entre erreur et fiabilité de l'information). Il existe des tables présentant des intervalles de confiance à 90 ou 99 %
moins souvent publiées. Elles mettent en évidence le fait que plus on veut une confiance élevée, plus on augmente la
plage d'incertitude.
En fait, l'incertitude est inférieure pour des effectifs stratifiés comme avec la méthode des quotas. À noter que la
base de comparaison doit être cohérente : il faut soit donner le pourcentage par rapport à l'effectif total y compris abstention, blanc et NSPP (Ne Se Prononçant
Pas), soit N doit être limité aux intentions de vote pour un candidat quand l'on veut que la somme des scores fasse 100 % comme ci-dessous. Par exemple à
25 % d'abstention, 1 000 sondés ne correspondent qu'à 750 exprimés pour un candidat, ce qui monte l'incertitude à +- 3,6 %.
Remarque : La méthode des quotas empêche en réalité le calcul de l'intervalle de confiance et prive donc la publication de cet intervalle de toute justification
mathématique .
Voir la référence, on trouve sur toutes les notices techniques de l'institut Ipsos, en haut de la page 3 : « Le calcul n’est justifié que pour les sondages aléatoires. Il
ne peut pas être déterminé dans le cas de sondages par quotas(...) ».
Ces sondages sont listés par ordre antéchronologique : les plus récents sont présentés en tête afin que les données les plus proches de l'élection soient
toujours présentées en premier.
Fiabilité
a
1, 2
3
Intervalle de confiance
4
Sondages concernant le premier tour
",2831
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,2,595.9199829101562,842.8800048828125,"Régression locale des sondages publiés entre l'élection présidentielle de 2022 et l'élection présidentielle de 2027.
Sondeur
Date
Échantillon
Arthaud
(LO)
Mélenchon
(LFI)
Roussel
(PCF)
Tondelier
(LE)
Glucksmann
(PP)
Attal
(RE)
Philippe
(HOR)
Villepin
(LFH)
Retailleau
(LR)
Dupont-
Aignan
(DLF)
Candidat
RN
Zem
(R
Ifop (http
s://www.
commiss
ion-des-
sondage
s.fr/notic
es/files/n
otices/20
26/mai/1
0193-pre
s-ifop-le-
figaro-29
-mai.pdf)
26-28
mai
1 501
0,5
13
2,5
4
9
9
14
—
8
2
34
Bardella
0,5
13
3,5
4
10
—
18
2,5
9
2
34
Bardella
0,5
13
3
4
11
16
—
3
10
2,5
34
Bardella
0,5
13
3
4
11
—
19
2
9
1,5
33
Le Pen
0,5
13
3
3,5
11,5
16
—
3
11,5
2
32
Le Pen
0,5
14
4
5
8
Hollande (PS)
—
20
—
9
1,5
34
Bardella
1
13,5
3,5
5
8
Hollande (PS)
18,5
—
—
10
2
35
Bardella
0,5
12,5
3
4
9
—
20
—
9
2
34
Bardella
0,5
13,5
6
4
4
Faure (PS)
—
21
—
10
2,5
35
Bardella
1,5
15
11
Hollande (PS)
—
22
—
10
2,5
34
Bardella
1
15
12
Glucksmann
—
22
—
10
3
33
Bardella
Harris (h
ttps://tol
25-27
mai
1 744
1
15
3
3
10
—
17
—
9
2
34
Bardella
Année 2026
b
b
b
b
",1034
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,3,595.9199829101562,842.8800048828125,"unacorp
orate.co
m/wp-co
ntent/upl
oads/20
26/05/R
apport-T
oluna-Ba
rometre-
Presiden
tielle-20
27-Vagu
e-2-M6-
RTL-Mai
-2026.pd
f)
1
15
4
3
11
14
—
—
10
2
34
Bardella
1
14
3
3
11
—
19
—
10
2
31
Le Pen
1
15
4
3
11
15
—
—
11
2
32
Le Pen
1
14
3
3
10
9
13
—
8
2
32
Bardella
Gabriel Attal, secrétaire général de Renaissance (RE), se déclare candidat (22 mai 2026).
Odoxa
(https://w
ww.odox
a.fr/sond
age/phili
ppe-seff
ondre-m
elencho
n-decoll
e-bardell
a-simpos
e/)
20-21
mai
1 005
0,5
16
2,5
4
11
—
17
—
9
2
32
Bardella
Jean-Luc Mélenchon est désigné candidat de la France insoumise (LFI) par les élus du mouvement (3 mai 2026).
Harris (h
ttps://ww
w.commi
ssion-de
s-sonda
ges.fr/no
tices/file
s/notice
s/2026/
mai/101
80-pres-t
oluna-ha
rris-inter
active-rtl
-4-mai.p
df)
28-30
avril
1 725
1
12
4
4
11
—
19
—
9
1
34
Bardella
1
13
3
4
12
14
—
—
12
1
35
Bardella
1
12
4
4
11
—
19
—
10
1
32
Le Pen
1
12
4
4
12
14
—
—
13
2
33
Le Pen
Bruno Retailleau est désigné candidat des Républicains (LR) par les adhérents du parti (19 avril 2026).
Elabe (ht
tps://ww
w.commi
ssion-de
s-sonda
ges.fr/no
tices/file
s/notice
s/2026/
mars/10
166-pres
-elabe-2
8-mars.p
df)
25-27
mars
1 504
0,5
10,5
3
4,5
10,5
—
20,5
3
7
2,5
35
Bardella
0,5
11,5
3,5
5
8,5
—
22
2,5
8,5
3
31,5
Le Pen
1
12
4
4,5
4,5
Faure (PS)
—
25,5
3
—
2,5
38
Bardella
K
1
12
2,5
4
12,5
11,5
—
6
10
2,5
34
Le Pen
K
0,5
13
3
5
12,5
8
Darmanin
—
5
8,5
2,5
38,5
Bardella
K
1
11
3
8
Ruffin
12
6,5
Lecornu
—
5,5
9,5
2,5
37,5
Bardella
Odoxa
(https://w
ww.odox
a.fr/sond
age/spe
ctaculair
e-come-
back-de
douard-p
hilippe-il-
remporte
rait-aujo
urdhui-la
-preside
ntielle/)
25-26
mars
1 299
1
12
2
5
10
—
21
—
8
2
34
Bardella
K
1
13
2
4
10
—
25
—
—
2
38
Bardella
K
Harris (h
ttps://ww
w.commi
ssion-de
s-sonda
ges.fr/no
tices/file
s/notice
s/2026/
mars/10
165-pres
-toluna-h
arris-inte
ractive-2
2-mars.p
df)
22
mars
1 062
1
11
3
4
14
—
18
—
7
2
35
Bardella
1
11
3
5
14
13
—
—
10
2
36
Bardella
c
",1938
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,4,595.9199829101562,842.8800048828125,"Ifop (http
s://www.
commiss
ion-des-
sondage
s.fr/notic
es/files/n
otices/20
26/mars/
10118-pr
es-ifop-l
e-figaro-
4-mars.p
df)
26-27
février
1 393
1
11
2
4
10
—
16
3,5
10
2,5
36
Bardella
1
10
2
4
11
—
16
5
11
2
34
Le Pen
2
10
3
4
12
11
—
4
12
2
36
Bardella
2
11
2
4,5
12
10
—
4,5
12
3
35
Le Pen
1,5
10
3
4
13
8
Darmanin
—
5
13
2,5
37
Bardella
2
10
3
4,5
13
6
Lecornu
—
5
13
3
37
Bardella
2
12
2,5
4,5
11
—
23
—
—
3
37
Bardella
2
12
3
5
16
—
—
—
17
3
38
Bardella
2
11
3
5
8
Hollande (PS)
—
18
—
11
2
36
Bardella
2
11
3
5
5
Faure (PS)
—
19
—
11
3,5
36
Bardella
Sondages réalisés en 2025
Année 2025
",597
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,5,595.9199829101562,842.8800048828125,"Sondeur
Date
Échantillon
Arthaud
(LO)
Poutou
(NPA-A)
Mélenchon
(LFI)
Roussel
(PCF)
Tondelier
(LE)
Candidat
PS / PP
Candidat
EPR
Villepin
(LFH)
Candidat
LR
Dupont-
Aignan
(DLF)
Ca
Odoxa (h
ttps://ww
w.odoxa.f
r/sondag
e/jordan-
bardella-
est-la-per
sonnalite
-politique
-preferee
-des-fran
cais-et-re
mporterai
t-la-presi
dentielle-
si-elle-av
ait-lieu-di
manche-
prochai
n/)
19-20
novembre
1 300
1
—
12
3
6,5
14,5
Glucksmann
11
Attal
—
10
Retailleau
3
B
1
—
11
3
6
13,5
Glucksmann
17
Philippe
—
8
Retailleau
2
B
Verian (ht
tps://ww
w.commi
ssion-des
-sondage
s.fr/notic
es/files/n
otices/20
25/nove
mbre/100
24-pres-v
erian-lhe
micycle-2
7-novem
bre.pdf)
18-20
novembre
938
—
—
12
3
5
13
Glucksmann
17
Philippe
—
7,5
Retailleau
2
B
Le Front Populaire 2027 annonce l'organisation d'une primaire prévue le 11 octobre 2026 (15 novembre 2025).
Elabe (htt
ps://www.
commissi
on-des-s
ondages.
fr/notice
s/files/not
ices/202
5/novem
bre/1000
7-pres-el
abe-bfmt
v-la-tribu
ne-1er-n
ovembre.
pdf)
30-31
octobre
1 396
1
—
12
3
5,5
6,5
Hollande
19
Philippe
4
5,5
Bertrand
2,5
B
1
—
12,5
4,5
5,5
5,5
Faure
19,5
Philippe
4
3
Wauquiez
2
B
1,5
—
13
3
5
13
Glucksmann
7
Darmanin
5
8,5
Retailleau
2
B
1,5
—
11,5
3
4,5
12
Glucksmann
12,5
Attal
4
8
Retailleau
2,5
L
1
—
12,5
3
4,5
11
Glucksmann
15,5
Philippe
3
8
Retailleau
2
B
Marine Tondelier annonce sa candidature à l'élection présidentielle de 2027 dans le cadre d'une primaire à gauche (22 octobre 2025).
Sébastien Lecornu est à nouveau nommé Premier ministre (10 octobre 2025).
Harris (ht
tps://ww
w.commi
ssion-des
-sondage
s.fr/notic
es/files/n
otices/20
25/octobr
e/9995-pr
es-toluna
-harris-int
eractive-r
tl-8-octob
re.pdf)
7 octobre
1 289
1
—
14
3
3
12
Glucksmann
15
Philippe
—
10
Retailleau
1
B
1
—
14
3
3
14
Glucksmann
12
Attal
—
11
Retailleau
1
B
1
—
14
3
3
12
Glucksmann
16
Philippe
—
10
Retailleau
1
L
1
—
14
3
3
14
Glucksmann
12
Attal
—
11
Retailleau
2
L
Sébastien Lecornu remet sa démission à Emmanuel Macron qui l'accepte (6 octobre 2025).
Cluster17
(https://w
ww.com
mission-d
es-sonda
ges.fr/not
ices/files/
notices/2
025/octo
bre/9990-
pres-clus
ter-17-le-
point-3-o
ctobre.pd
f)
30
septembre
- 1er
octobre
1 531
1,5
—
14
4
—
8
Faure
19,5
Philippe
—
13
Retailleau
4,5
B
1
—
15
4
7,5
—
19,5
Philippe
—
12,5
Retailleau
4
B
1,5
—
15
3
—
15
Glucksmann
12
Attal
—
14
Retailleau
3,5
L
1
—
15
3
—
15
Glucksmann
15
Philippe
—
12
Retailleau
3,5
B
Ifop (http
s://www.c
ommissio
n-des-so
ndages.f
24-25
septembre
1 127
2
—
13
4
—
16
Glucksmann
3
Bayrou
6
13
Retailleau
3
B
1
—
13
4
—
16
Glucksmann
7
Darmanin
5
13
Retailleau
2
B
d
",2576
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,6,595.9199829101562,842.8800048828125,"r/notices/
files/notic
es/2025/
septembr
e/9987-pr
es-ifop-lo
pinion-su
d-radio-2
9-septem
bre.pdf)
1,5
—
13
4
—
14
Glucksmann
10
Attal
4
12
Retailleau
2,5
B
1
—
13
5
—
7
Faure
19
Philippe
4,5
10
Retailleau
2
B
1
—
12
3,5
—
15
Glucksmann
16
Philippe
4
9
Retailleau
2
B
1
—
12
3
—
15
Glucksmann
16
Philippe
5
9
Retailleau
2
L
Sébastien Lecornu est nommé Premier ministre (9 septembre 2025).
Le gouvernement Bayrou tombe après la non-confiance de l'Assemblée Nationale (8 septembre 2025).
L'Après, Debout !, Les Écologistes, Génération.s et le Parti socialiste lancent le Front populaire 2027 (2 juillet 2025).
Olivier Faure est réélu premier secrétaire du Parti socialiste (6 juin 2025).
Ifop (http
s://www.c
ommissio
n-des-so
ndages.f
r/notices/
files/notic
es/2025/
mai/9944
-pres-ifop
-le-figaro-
sud-radio
-21-mai.p
df)
19-20 mai
1 114
1
—
13
3,5
4,5
4,5
Faure
21
Philippe
—
16
Retailleau
2
B
1
—
13,5
3
5
4,5
Faure
21
Philippe
—
16
Retailleau
2
L
Harris (ht
tps://ww
w.commi
ssion-des
-sondage
s.fr/notic
es/files/n
otices/20
25/mai/9
942-p-tol
una-hi-lci
-20-mai.p
df)
19 mai
1 217
1
—
15
3
3
11
Glucksmann
15
Attal
—
16
Retailleau
—
L
1
—
14
3
3
11
Glucksmann
15
Attal
—
17
Retailleau
—
B
1
—
14
3
3
10
Glucksmann
21
Philippe
—
12
Retailleau
—
L
1
—
14
3
3
10
Glucksmann
21
Philippe
—
13
Retailleau
—
B
Bruno Retailleau est élu président des Républicains (18 mai 2025).
Ifop (http
s://www.c
ommissio
n-des-so
ndages.f
r/notices/
files/notic
es/2025/
mai/9930
-pres-ifop
-hexagon
e-5-mai.p
df)
29-30 avril
1 838
0,5
—
10
2
4
10
Glucksmann
21
Philippe
—
9
Retailleau
2
L
1
—
10
2
4
10
Glucksmann
23
Philippe
—
4
Wauquiez
2
L
11-18 avril
9 128
1
—
10
2,5
2
9
Glucksmann
8
Attal
15
Philippe
2
7,5
Retailleau
2,5
B
1
—
10
2,5
2,5
10
Glucksmann
22
Philippe
—
8
Retailleau
2
B
1
—
10
2,5
3
10
Glucksmann
24
Philippe
—
3
Wauquiez
2,5
B
1
—
10
2,5
3
11,5
Glucksmann
14
Attal
—
14
Retailleau
2
B
1,5
—
13
—
—
15
Glucksmann
22
Philippe
—
9
Retailleau
2,5
B
2
—
12
—
—
—
26
Philippe
—
10
Retailleau
3
B
Harris (ht
tps://ww
w.commi
ssion-des
-sondage
s.fr/notic
es/files/n
otices/20
25/avril/9
927-pres-
toluna-hi-
regards-3
0-avril.pd
f)
24-25 avril
1 189
3
—
26
19
—
10
2
2
—
8
20
18
—
10
2
3
—
16
13
17
—
10
2
Odoxa (h
ttps://ww
w.commi
ssion-des
-sondage
s.fr/notic
es/files/n
otices/20
25/avril/9
925-pres-
odoxa-pu
blic-senat
-29-avril.
pdf)
23-24 avril
1 005
1
2
12
3
4
12
Glucksmann
20
Philippe
—
9,5
Retailleau
2
B
1
2
12
3
3
11,5
Glucksmann
20,5
Philippe
—
10
Retailleau
2
L
Philippe Poutou renonce à briguer une quatrième candidature à l'élection présidentielle française (10 avril).
Elabe (htt
ps://elab
e.fr/wp-c
ontent/up
loads/20
2-4 avril
1 413
1,5
2
10,5
5,5
4,5
4
Faure
18
Attal
5
4,5
Wauquiez
4
B
1
1,5
9,5
4,5
3,5
10,5
Glucksmann
20,5
Philippe
2,5
8,5
Retailleau
3
B
e
f
g
g
i
j
",2792
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,7,595.9199829101562,842.8800048828125,"25/04/05
042025_
elabe_bf
mtv_la-tri
bune-dim
anche_le
s-francai
s-et-lelec
tion-presi
dentielle.
pdf)
1
1,5
10
5,5
6
6
Hollande
23
Philippe
—
9
Retailleau
2,5
B
1
2
11
5,5
6
4
Faure
18
Attal
—
10
Retailleau
3
L
0,5
2
9,5
5
4
10,5
Glucksmann
24
Philippe
—
4,5
Wauquiez
3
L
1
2
10
6
5,5
5,5
Hollande
23,5
Philippe
—
8
Retailleau
3
L
Harris (ht
tps://ww
w.commi
ssion-des
-sondage
s.fr/notic
es/files/n
otices/20
25/avril/9
913-pres-
toluna-ha
rris-intera
ctive-rtl-1
er-avril.p
df)
31 mars
1 162
1
1
13
4
4
5
Faure
25
Philippe
—
4
Wauquiez
2
B
1
1
13
4
4
5
Faure
23
Philippe
—
7
Retailleau
2
B
Marine Le Pen est condamnée à une peine d'inéligibilité de 5 ans avec exécution provisoire (31 mars 2025).
Ifop (http
s://www.c
ommissio
n-des-so
ndages.f
r/notices/
files/notic
es/2025/
mars/991
2-pres-ifo
p-jdd-30-
mars-noti
ce-pour-p
ublicatio
n.pdf)
21-26
mars
1 119
1
1
13
3
3
5
Faure
21
Philippe
—
11
Retailleau
3
L
1
1
13
2
3
11
Glucksmann
20
Philippe
—
5
Wauquiez
3
L
1
1
12
4
3
4
Faure
25
Philippe
—
5
Wauquiez
4
L
1
1
13
4
3
5
Faure
20
Attal
—
8
Wauquiez
3
L
 
Sondages réalisés en 2024
Année 2024
",1101
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,8,595.9199829101562,842.8800048828125,"Sondeur
Date
Échantillon
Arthaud
(LO)
Poutou
(NPA-A)
Roussel
(PCF)
Mélenchon
(LFI)
Faure
(PS)
Tondelier
(LE)
Candidat
ENS
Wauquiez
(LR)
Lassalle
(RES)
Dupont-
Aignan
(DLF)
Le
Pen
(RN)
Ze
Ifop (https://
www.commi
ssion-des-s
ondages.fr/
notices/file
s/notices/20
24/decembr
e/9894-pdt-i
fop-le-figaro
-le-11-dec.p
df)
6-9
décembre
1 101
1
0,5
3
12
5
4,5
20
Attal
8
1
3
38
0,5
0,5
3
12
4
4,5
25
Philippe
6
1
3,5
36
1
0,5
3
11
7
Hollande
4
24
Philippe
6
1,5
3
35
1
0,5
3
12
4
5
26
Philippe
6,5
1,5
3,5
34
Bardella
OpinionWay
(https://ww
w.challenge
s.fr/politiqu
e/presidenti
elle-2027-le
-sondage-c
onfidentiel-
qui-a-de-qu
oi-inquieter-
attal-et-mel
enchon_90
5503)
11-12
septembre
1 009
<1
<1
4
10
14
Glucksmann
1
Rousseau
26
Philippe
5
—
—
35
1
2
—
15
—
—
31
Philippe
7
Bertrand
—
—
40
<1
<1
3
10
12
Glucksmann
1
Rousseau
8
Attal
23
Philippe
5
—
—
34
1
2
—
14
—
—
10
Attal
25
Philippe
6
—
—
38
<1
<1
4
10
14
Glucksmann
1
Rousseau
28
Philippe
4
—
—
35
Bardella
<1
<1
4
10
14
Glucksmann
1
Rousseau
27
Philippe
4
Barnier
—
—
36
Ifop (https://
www.commi
ssion-des-s
ondages.fr/
notices/file
s/notices/20
24/septemb
re/9889-pdt
-ifop-le-figar
o-magazine
-du-13-09-2
4.pdf)
6-9
septembre
1 204
1
1
6
10
7
Hollande
5
22
Attal
5
3
2
35
1
1
6
10
4
6
24
Attal
5
3
2
35
0,5
1
5
9,5
8
Hollande
5
26
Philippe
4
2
2
34
1
1,5
6
9
4
5
27
Philippe
4
3
2
34
Harris-
Interactive
(https://harri
s-interactiv
e.fr/wp-cont
ent/upload
s/sites/6/20
24/07/Rapp
ort-Harris-I
V-Presidenti
elle-2027-C
hallenges-J
uillet-2024.
pdf)
7-8 juillet
2 496
1
2
3
15
14
Glucksmann
3
20
Attal
5
—
2
31
1
1
3
15
14
Glucksmann
3
22
Philippe
5
—
2
31
1
2
5
16
6
4
23
Attal
5
—
2
32
1
2
4
17
5
4
24
Philippe
5
—
2
32
Ifop (https://
www.commi
ssion-des-s
ondages.fr/
notices/file
s/notices/20
24/avril/976
6-pdt-ifop-le
-figaro-mag
azine-26-0
4.pdf)
16-18 avril
1 090
1
2
4
14
4
3
20
Attal
7
2
2
35
1,5
1,5
4,5
13
4,5
2
24
Philippe
5
2
3
34
1,5
1,5
5
16
4,5
2,5
14
Le Maire
8
2
3
35
2
1,5
6
15
5,5
3
12
Darmanin
8,5
2
2
36
1,5
2
5
7
Ruffin
3,5
3
25
Philippe
5
3
2,5
35
1
2
5,5
12
8
Hollande
—
24
Philippe
5
2
2
32
1,5
1
5
13
4
2,5
24
Philippe
6
Bertrand
2
2
33
1
2
5
13
3
2
22
Attal
8
2,5
2,5
30
Bardella
1,5
0,5
4,5
14
3
2
26
Philippe
5
1,5
2
33
Bardella
Cluster17
(https://ww
w.commissi
on-des-son
dages.fr/not
ices/files/no
tices/2024/a
vril/9753-pd
t-ruffin-clust
er-17-picard
ie-debout-2
1-avril-202
4.pdf)
2 -
5 avril
1 713
—
2
29
Ruffin
25
Philippe
4,5
—
3
30
—
3
18
Mélenchon
31
Philippe
5
—
4
32
Ifop (https://
www.commi
ssion-des-s
31 janvier
-
1 081
1,5
1,5
4
14
2
2
22
Attal
5,5
3
2,5
36
d
b
b
b
b
b
l
",2573
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,9,595.9199829101562,842.8800048828125,"ondages.fr/
notices/file
s/notices/20
24/fevrier/9
715-pdtielle
-ifop-valeur
s-actuelles-
7-fevrier.pd
f)
1er février
1,5
1,5
4,5
14
2
2,5
22
Philippe
4,5
3
2,5
36
Ifop (https://
www.commi
ssion-des-s
ondages.fr/
notices/file
s/notices/20
24/janvier/9
710-pdt-ifop
-jdd-15-01.p
df)
9-10
janvier
1 144
1
2
5
14,5
4
1
24
Attal
6
2,5
3
28
Bardella
0,5
1,5
6
15
3,5
1,5
26
Philippe
6
2,5
2,5
27
Bardella
0,5
2
6,5
14
3,5
1,5
23
Attal
6
2,5
2
32
0,5
1,5
6
13
3
2
25
Philippe
5
2,5
2
33
 
Sondages réalisés en 2023
Année 2023
",520
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2027.pdf,b0ddd63cefedcdb5ca975ec3b328f7d646ffb2178bc177f0b457098a639b18ca,10,595.9199829101562,842.8800048828125,"Sondeur
Date
Échantillon
Arthaud
(LO)
Poutou
(NPA-A)
Roussel
(PCF)
Mélenchon
(LFI)
Candidat
PS/DVG
Candidat
EELV
Candidat
ENS
Wauquiez
(LR)
Lassalle
(RES)
Dupont-
Aignan
(DLF)
Le
Pen
(RN)
Zemmour
(REC)
Ifop (https://
www.lefigar
o.fr/politiqu
e/presidenti
elle-2027-m
arine-le-pen
-s-echappe-
jean-luc-me
lenchon-rec
ule-202310
30)
24-25
octobre
1 084
1
2
6
14
4
Faure
1
Tondelier
25
Philippe
5
2,5
2
31
6,5
1
1
6
14
5
Faure
2
Tondelier
19
Attal
6
4
3
33
6
1,5
1
7
15
5,5
Faure
2
Tondelier
18
Le Maire
6
3
2,5
32
6,5
1,5
1,5
6
15
6
Faure
2
Tondelier
16
Darmanin
6
3,5
2,5
33
7
1,5
2
7,5
7
Ruffin
4
Faure
2
Tondelier
26
Philippe
6
2,5
3
32
6,5
Harris
Interactive
(https://harri
s-interactiv
e.fr/wp-cont
ent/upload
s/sites/6/20
23/09/Rapp
ort-Toluna-
Harris-IV-Pr
esidentielle-
2027-Challe
nges-septe
mbre-2023.
pdf)
1-4
septembre
2 525
1
2
6
16
5
Cazeneuve
5
Jadot
22
Philippe
5
—
2
30
6
1
2
6
16
7
Cazeneuve
5
Jadot
16
Le Maire
7
—
2
32
6
1
2
6
16
8
Cazeneuve
6
Jadot
14
Darmanin
7
—
2
32
6
1
2
5
16
8
Cazeneuve
7
Jadot
12
Attal
8
—
2
32
7
1
2
6
16
9
Cazeneuve
5
Jadot
11
Borne
9
—
2
33
6
1
2
6
17
9
Cazeneuve
6
Jadot
9
Castex
9
—
2
33
6
1
2
6
16
10
Cazeneuve
6
Jadot
8
Bayrou
9
—
3
33
6
1
2
6
17
10
Cazeneuve
7
Jadot
5
Braun-
Pivet
10
—
3
33
6
OpinionWay
(https://ww
w.commissi
on-des-son
dages.fr/not
ices/files/no
tices/2023/a
vril/9689-pr
es-ow-le-fig
aro-magazi
ne.pdf)
12-13 avril
965
1
3
—
17
6
Faure
2
Rousseau
32
Philippe
7
—
—
23
Bardella
9
Harris
Interactive
(https://ww
w.commissi
on-des-son
dages.fr/not
ices/files/no
tices/2023/a
vril/9688-pr
es-hi-challe
nges.pdf)
6-7 avril
1 320
1
2
4
16
5
Cazeneuve
4
Jadot
24
Philippe
5
—
2
30
7
1
2
5
18
7
Cazeneuve
5
Jadot
16
Le Maire
5
—
2
32
7
1
2
5
19
8
Cazeneuve
5
Jadot
10
Darmanin
7
—
2
33
8
1
2
4
17
3
Delga
4
Jadot
24
Philippe
5
—
2
31
7
Ifop (https://
www.commi
ssion-des-s
ondages.fr/
notices/file
s/notices/20
23/avril/968
6-pres-ifop-
7-04-fig-ma
g-sud-radio.
pdf)
30-31
mars
1 105
1
2,5
5
17
3
Faure
1
Tondelier
26
Philippe
5
2
2,5
29
6
1
2,5
—
22
—
—
28
Philippe
4
2,5
3
31
6
1
2,5
6
20
2
Faure
1
Tondelier
18
Le Maire
6
2,5
3
32
6
0,5
2,5
5
20
3
Faure
2
Tondelier
11
Darmanin
8
2
4
35
7
1
1,5
6,5
20
2
Faure
1
Tondelier
9
Bayrou
10
3
3
36
7
 
Sondages impliquant Emmanuel Macron, qui ne peut plus se présenter
d
b
b
Autres
",2293
