source_pdf,source_sha256,page,block,line,x0,y0,x1,y1,text
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,1,1,0,429.0,279.9663391113281,527.5451049804688,287.41241455078125,Intervalle de confiance à 95 % de
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,1,1,1,429.0,289.4663391113281,452.3418884277344,296.91241455078125,chance.
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,1,3,0,41.0,77.14959716796875,486.8863220214844,95.60478210449219,Liste de sondages sur l'élection présidentielle française de 2022
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,1,4,0,41.0,110.37109375,379.2734375,119.23046875,Cette page dresse la liste des sondages d'opinions relatifs à l'élection présidentielle française de 2022.
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,1,5,0,41.0,128.87109375,419.71014404296875,137.73046875,"Tous les sondages de cette liste, sauf mention contraire, se conforment aux règles de la Commission des sondages"
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,1,5,1,442.1328125,128.87109375,555.0032348632812,137.73046875, et appliquent la méthode dite des
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,1,5,2,41.0,139.37109375,63.890625,148.23046875,quotas.
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,1,6,0,41.0,158.37109375,519.3360595703125,167.23046875,Une couleur arbitraire est associée à chaque institut de sondage ; ces couleurs sont une aide visuelle et ne correspondent pas à une tendance politique.
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,1,7,0,41.0,210.87109375,414.80718994140625,219.73046875,La plupart des sondages sont publiés accompagnés d'une présentation des intervalles de confiance à 95  %. Le
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,1,7,1,41.0,221.37109375,356.49603271484375,230.23046875,tableau résume les intervalles de confiance selon la taille de l’échantillon (ou du sous-échantillon).
